,Longitude,Latitude,Has Table booking,Has Online delivery,Price range,Votes,Aggregate rating
2464,74.85209855,12.87334761,No,No,3,104,3.7
2465,74.84665556,12.87073611,No,No,3,290,3.8
2466,74.84863333,12.87378611,No,No,2,275,3.6
2467,0.0,0.0,No,No,2,281,4.2
2468,74.85006667,12.87582222,No,No,4,183,3.5
2469,74.84500254,12.87221736,No,No,2,84,3.6
2470,0.0,0.0,No,No,3,257,3.9
2471,0.0,0.0,No,No,2,127,3.5
2472,74.85946446,12.89897943,No,No,3,260,3.7
2473,0.0,0.0,No,No,4,193,3.7
2474,0.0,0.0,No,No,3,245,4.1
2475,0.0,0.0,No,No,3,173,3.7
2476,0.0,0.0,No,No,2,328,3.8
2477,0.0,0.0,No,No,2,156,3.9
2478,74.84048333,12.87505833,No,No,2,175,3.7
2479,76.7187888,30.6955506,No,Yes,2,99,4.3
2480,72.829976,19.12663,No,No,2,5145,4.0
2481,72.86238123,19.22131488,No,No,3,156,4.0
2482,72.8413473,19.2238399,Yes,No,2,170,3.4
2483,72.848923,19.254567,Yes,Yes,3,2083,4.7
2484,72.83258457,18.92758399,No,No,3,1606,4.2
2485,72.83398401,19.05583064,Yes,Yes,3,2040,4.1
2486,72.82780755,19.09145752,No,No,3,617,3.8
2487,72.83265799,19.06583751,Yes,No,3,146,3.8
2488,72.82520279,18.99404899,No,Yes,2,2076,3.9
2489,72.82764997,19.0035172,No,No,3,1240,4.3
2490,72.82555282,18.99423667,No,Yes,3,3370,4.2
2491,72.97228105,19.20722241,Yes,No,3,317,3.9
2492,72.834715,19.178321,No,Yes,2,2662,4.5
2493,72.83619149,19.18129965,No,No,2,413,4.6
2494,72.83672087,19.17626869,Yes,No,3,885,3.9
2495,72.90738534,19.12008268,No,No,3,3244,4.9
2496,72.90849264,19.12199866,Yes,No,3,181,3.8
2497,72.825451,19.1093,No,No,3,536,4.0
2498,72.8130738,19.1311405,Yes,Yes,3,1295,4.1
2499,72.846749,19.103249,Yes,Yes,3,1515,3.6
2500,76.65487778,12.31107222,No,No,1,139,3.4
2501,76.64362222,12.30456944,No,No,3,172,3.7
2502,76.64262,12.299524,No,No,3,264,3.9
2503,76.66580833,12.3085,No,No,1,392,4.2
2504,76.62796111,12.32397778,No,No,2,393,3.7
2505,76.62616667,12.32399444,No,No,2,214,3.5
2506,76.63227778,12.32546111,No,No,2,262,3.7
2507,76.665169,12.297954,No,No,4,162,3.8
2508,76.63058333,12.32319444,No,No,2,160,3.5
2509,76.62109444,12.32121389,No,No,4,286,4.0
2510,76.63002778,12.323225,No,No,2,304,4.0
2511,76.62586111,12.28474722,No,No,2,127,3.5
2512,76.65926389,12.31097222,No,No,3,132,3.7
2513,0.0,0.0,No,No,4,11,3.3
2514,76.60665,12.35205833,No,No,2,190,3.6
2515,76.60306667,12.31696667,No,No,2,140,3.6
2516,76.61910278,12.32635556,No,No,2,249,3.8
2517,76.61788889,12.33792778,No,No,2,208,3.7
2518,76.61820278,12.33402222,No,No,3,270,3.6
2519,76.61679167,12.33797778,No,No,3,183,3.7
2520,79.06428449,21.12420256,No,No,2,27,3.3
2521,79.06046167,21.12949694,No,No,1,73,3.8
2522,0.0,0.0,No,No,1,26,3.9
2523,79.05922417,21.12499944,No,Yes,2,103,4.0
2524,79.04722832,21.11882292,No,Yes,2,88,4.3
2525,79.0679011,21.1481626,No,Yes,2,201,3.7
2526,79.07658678,21.15841584,No,Yes,2,185,4.0
2527,79.07730427,21.15619053,No,Yes,2,164,4.2
2528,79.08047698,21.13851031,No,No,3,270,4.3
2529,79.0651371,21.13685791,No,No,2,140,3.9
2530,79.06652045,21.14083972,No,Yes,1,19,3.9
2531,79.05853249,21.13784829,No,Yes,3,284,4.0
2532,79.08184659,21.15848119,No,Yes,3,257,4.4
2533,79.03866302,21.1232834,No,No,2,520,4.5
2534,79.07851763,21.13672376,No,No,3,306,4.0
2535,79.079819,21.159225,No,Yes,3,275,4.2
2536,79.080247,21.143272,No,No,4,226,4.9
2537,79.08040556,21.14353333,No,Yes,2,147,2.2
2538,79.08009443,21.14014612,No,No,3,100,4.0
2539,79.06482127,21.08922374,No,No,3,45,3.8
2540,0.0,0.0,No,No,2,76,3.8
2541,73.74210622,20.01361026,No,No,4,91,3.6
2542,73.74589243,20.01207513,No,No,3,125,3.6
2543,73.770914,20.006756,No,No,3,140,3.5
2544,73.770914,20.006756,No,No,2,86,3.6
2545,73.760948,19.990707,No,No,4,117,3.8
2546,0.0,0.0,No,No,1,86,3.4
2547,73.75582778,20.01271111,No,No,3,162,3.4
2548,73.76653333,20.00551389,No,No,3,177,3.4
2549,73.756229,20.008442,No,No,3,15,3.3
2550,0.0,0.0,No,No,3,24,3.4
2551,73.75463597,20.00669049,No,No,2,80,3.5
2552,73.76504313,20.0037341,No,No,3,162,3.7
2553,0.0,0.0,No,No,3,166,3.5
2554,73.77734005,19.97720852,No,No,4,164,3.8
2555,0.0,0.0,No,No,3,25,3.0
2556,0.0,0.0,No,No,4,33,3.3
2557,73.74630857,19.98975665,No,No,2,77,3.5
2558,73.72076757,20.02091783,No,No,1,218,3.9
2559,73.776176,19.991295,No,No,3,71,3.4
2560,0.0,0.0,No,No,2,2,0.0
2561,77.19692286,28.53538174,No,Yes,1,46,3.2
2562,77.19747473,28.53549308,Yes,Yes,3,45,3.4
2563,77.1980333,28.5375472,No,No,2,11,2.6
2564,77.1969242,28.5355234,No,Yes,2,238,3.4
2565,77.1981225,28.5381335,No,No,1,8,3.1
2566,77.19815936,28.53744768,No,Yes,1,64,2.7
2567,77.19795015,28.53747419,No,Yes,1,113,2.6
2568,77.19804244,28.53839431,No,Yes,1,66,3.7
2569,77.1988082,28.5386662,Yes,Yes,3,141,3.5
2570,77.19696745,28.53576259,No,No,2,77,2.2
2571,77.19679244,28.53565508,Yes,No,3,40,4.0
2572,77.199152,28.538438,Yes,No,3,46,4.2
2573,77.19815668,28.53789627,Yes,Yes,3,665,4.2
2574,77.3006287,28.6557549,No,No,2,31,3.2
2575,77.3011977,28.6560516,Yes,Yes,2,32,3.4
2576,77.3016337,28.6564531,No,No,2,83,2.8
2577,77.3016026,28.6562624,Yes,Yes,3,288,3.7
2578,77.087897,28.554463,No,No,2,33,3.2
2579,77.120642,28.55169,Yes,No,2,26,3.2
2580,77.087897,28.554463,No,No,2,2,0.0
2581,77.087897,28.554463,No,No,2,0,0.0
2582,77.1346226,28.6901424,Yes,Yes,3,49,2.6
2583,77.1345554,28.6900143,No,No,1,13,3.3
2584,77.13477239,28.68990208,Yes,Yes,3,64,3.2
2585,77.1177269,28.7003322,No,No,1,167,3.4
2586,77.1176394,28.7006401,Yes,Yes,2,99,3.3
2587,77.1172629,28.7006935,No,Yes,3,125,2.6
2588,77.1175742,28.7004868,No,No,1,124,3.7
2589,77.1176368,28.7004261,No,Yes,2,79,2.2
2590,77.2542078,28.52497428,No,No,1,8,2.9
2591,77.2542551,28.5253209,No,No,1,20,3.3
2592,77.25014627,28.52813297,No,No,1,23,3.2
2593,0.0,0.0,No,No,1,19,3.4
2594,77.2540557,28.5255719,No,No,1,7,3.0
2595,77.25411225,28.52569245,No,No,1,11,2.7
2596,77.24689879,28.52810941,No,No,1,35,3.2
2597,77.2545694,28.5256646,No,Yes,2,11,3.0
2598,77.2532459,28.52560319,No,Yes,1,32,2.5
2599,77.249793,28.525675,No,Yes,2,10,3.2
2600,77.253851,28.5253274,No,No,2,23,3.2
2601,77.24780235,28.52774267,No,No,1,7,3.1
2602,77.2540306,28.5257928,No,No,1,42,2.9
2603,77.25402072,28.52553898,No,No,1,21,3.2
2604,77.25401971,28.52572397,No,No,1,16,3.3
2605,77.25118,28.52757,No,Yes,2,37,2.5
2606,77.2542022,28.533376,No,No,1,4,2.9
2607,77.2540755,28.5258419,No,Yes,2,7,2.8
2608,77.252479,28.523785,No,No,1,22,3.4
2609,77.25034475,28.53141028,No,Yes,2,97,3.9
2610,77.25312788,28.53267894,No,No,2,452,3.9
2611,77.2468466,28.5278902,No,No,1,14,3.6
2612,77.25,28.53,No,Yes,2,82,3.6
2613,77.253694,28.52542,No,No,1,2,0.0
2614,77.25,28.52,No,No,1,0,0.0
2615,77.25012012,28.5299095,No,No,1,0,0.0
2616,77.25394236,28.5335614,No,No,2,1,0.0
2617,77.2546954,28.525267,No,Yes,2,2,0.0
2618,0.0,0.0,No,No,1,0,0.0
2619,77.2550814,28.5254928,No,No,2,1,0.0
2620,77.248174,28.526931,No,No,1,0,0.0
2621,77.2543449,28.5255985,No,Yes,2,31,2.4
2622,77.1549849,28.541562,No,Yes,2,100,2.5
2623,77.1549896,28.5414797,No,Yes,2,230,3.1
2624,77.1551985,28.5417053,No,Yes,2,458,3.2
2625,77.155068,28.5411683,No,No,2,176,2.6
2626,77.15575699,28.54155381,Yes,Yes,2,232,3.5
2627,77.15530144,28.5414127,Yes,No,4,27,3.6
2628,77.154938,28.5414475,Yes,No,4,210,3.6
2629,77.1552225,28.5410525,No,No,2,44,3.9
2630,77.155099,28.5411702,No,No,2,206,3.5
2631,77.1553877,28.5409809,No,Yes,2,185,3.7
2632,77.15541266,28.54089671,No,No,2,256,3.7
2633,77.1550949,28.5411409,Yes,Yes,3,336,4.2
2634,77.2187517,28.5555634,No,No,1,280,3.4
2635,77.2194983,28.5556355,Yes,Yes,3,2131,4.2
2636,77.3169197,28.6603476,No,No,1,13,2.8
2637,77.3063202,28.6594964,No,No,1,38,3.1
2638,77.3168615,28.6603647,No,No,1,69,2.8
2639,77.3065547,28.6596493,No,No,2,11,3.3
2640,77.3065301,28.6595397,No,No,1,6,3.1
2641,77.3068973,28.6594042,No,No,1,4,3.0
2642,77.316909,28.6602285,No,No,2,80,3.4
2643,77.3066672,28.6596084,No,No,2,24,3.4
2644,77.305701,28.6601278,No,No,1,13,3.1
2645,77.3064966,28.6596561,No,Yes,1,12,3.3
2646,77.3103233,28.6578549,No,No,2,4,2.9
2647,77.3068127,28.6594592,No,No,1,9,2.8
2648,77.306795,28.65948,No,No,1,18,3.3
2649,77.3061657,28.6598026,No,No,2,14,2.8
2650,77.3064705,28.6596774,No,No,1,9,2.8
2651,77.3064258,28.6595258,No,No,1,16,3.2
2652,77.3169899,28.6604475,No,No,2,5,3.0
2653,77.3065439,28.6596325,No,Yes,2,251,3.6
2654,77.306742,28.6595377,No,Yes,1,42,3.5
2655,77.3066776,28.6595993,No,Yes,2,220,3.5
2656,77.3057084,28.6601355,No,Yes,1,34,3.6
2657,77.3065483,28.6594782,No,No,1,103,3.7
2658,77.3171967,28.6602308,No,No,1,46,3.7
2659,77.317158,28.6598763,No,No,1,62,3.8
2660,77.3160226,28.6632543,No,No,1,42,3.6
2661,77.3128538,28.660001,No,Yes,1,58,3.6
2662,77.3049468,28.6600636,No,Yes,3,106,3.9
2663,77.3066854,28.6595807,No,No,2,0,0.0
2664,77.3064428,28.6595978,No,No,1,1,0.0
2665,77.3068152,28.6594371,No,No,2,1,0.0
2666,77.3068421,28.6594206,No,No,1,0,0.0
2667,77.3181158,28.6640178,No,No,1,0,0.0
2668,77.3171146,28.6603594,No,No,1,0,0.0
2669,77.3180203,28.6636866,No,No,1,0,0.0
2670,77.3061815,28.6597573,No,No,2,1,0.0
2671,77.3065417,28.6579247,No,No,1,0,0.0
2672,77.3056481,28.6600976,No,No,2,0,0.0
2673,77.3065199,28.659426,No,No,1,2,0.0
2674,77.3170268,28.6622024,No,No,2,0,0.0
2675,77.3062409,28.6595326,No,No,1,0,0.0
2676,77.3066115,28.6595859,No,No,2,0,0.0
2677,77.3147803,28.6519961,No,No,1,0,0.0
2678,77.12181085,28.55480667,Yes,No,3,4,3.0
2679,77.2243586,28.5625545,No,Yes,2,48,3.4
2680,77.2242626,28.5625495,No,Yes,2,51,3.2
2681,77.2245776,28.5624498,Yes,No,3,19,3.4
2682,77.2245397,28.562518,Yes,No,4,59,3.6
2683,77.2239998,28.5625562,Yes,No,3,188,3.9
2684,77.224443,28.563155,No,No,3,77,4.4
2685,77.22493695,28.56257437,No,Yes,3,46,4.0
2686,77.2243747,28.5622825,No,No,3,387,4.1
2687,77.10154384,28.66894461,No,No,2,117,3.1
2688,77.238382,28.640954,No,No,1,7,3.1
2689,77.23196391,28.64244153,No,No,2,10,3.0
2690,77.231881,28.642415,No,No,1,1,0.0
2691,77.1729156,28.6933274,No,Yes,1,7,2.8
2692,77.1731452,28.6927118,No,No,1,23,2.8
2693,77.1725562,28.692666,No,No,2,102,2.8
2694,77.1664456,28.6849156,No,No,2,19,3.4
2695,77.1763302,28.6976846,No,No,1,15,3.2
2696,77.1714778,28.6931895,No,No,1,10,3.0
2697,77.1727344,28.6938333,No,No,1,17,2.7
2698,77.1664456,28.6848261,No,Yes,1,135,3.4
2699,77.1721967,28.6942435,Yes,No,3,35,2.7
2700,77.1730055,28.6874254,No,No,1,5,3.0
2701,77.1729156,28.6873272,No,No,1,22,3.4
2702,77.1716576,28.6929381,No,No,1,74,3.2
2703,77.1767631,28.6812819,No,No,2,4,3.0
2704,77.1731558,28.6931964,No,No,2,7,3.0
2705,77.1736345,28.6873066,No,No,2,22,3.2
2706,77.1855851,28.6738532,No,No,1,9,3.1
2707,77.1731852,28.6933532,No,Yes,2,191,3.5
2708,77.1728257,28.6925128,No,Yes,1,199,3.7
2709,77.1734098,28.6930613,No,No,1,60,3.5
2710,77.1724219,28.6940223,No,No,1,1,0.0
2711,77.1731402,28.6870353,No,No,2,0,0.0
2712,77.1736822,28.6872769,No,No,2,0,0.0
2713,77.1808229,28.6720536,No,No,2,1,0.0
2714,77.1685277,28.687879,No,No,1,2,0.0
2715,77.1730688,28.6872543,No,No,1,0,0.0
2716,77.1728262,28.687261,No,No,1,1,0.0
2717,77.1808229,28.6720536,No,No,2,3,0.0
2718,77.1722866,28.6942521,No,No,1,3,0.0
2719,77.18563,28.6738127,No,No,1,1,0.0
2720,77.18,28.67,No,No,1,0,0.0
2721,77.172323,28.694039,No,No,1,0,0.0
2722,77.1809128,28.6703604,No,Yes,1,1,0.0
2723,77.1724663,28.6802986,No,No,1,0,0.0
2724,0.0,0.0,No,No,2,0,0.0
2725,77.1732301,28.6873126,No,No,1,0,0.0
2726,77.1723764,28.6939921,No,No,1,15,2.4
2727,77.1787198,28.6945328,No,Yes,1,29,2.9
2728,77.1780375,28.6929229,No,Yes,3,35,3.4
2729,77.1779476,28.693362,No,Yes,2,278,2.7
2730,77.1715677,28.6951682,Yes,No,3,53,3.3
2731,77.1795361,28.6960643,No,Yes,1,142,2.6
2732,77.1782172,28.693567,No,Yes,2,41,2.5
2733,77.1795201,28.6965128,Yes,Yes,3,492,3.9
2734,77.1780375,28.6929229,No,No,1,28,3.5
2735,77.1794454,28.6961234,Yes,No,3,457,3.6
2736,77.1702198,28.6963822,Yes,No,3,173,3.9
2737,77.1799506,28.6965655,No,No,1,131,3.7
2738,77.1855035,28.680204,No,No,1,123,3.9
2739,77.1793165,28.6950531,Yes,Yes,3,274,3.9
2740,77.1794162,28.6961906,No,Yes,2,87,3.5
2741,77.177678,28.6923511,No,No,1,78,3.0
2742,77.1781273,28.6919464,No,No,2,10,3.1
2743,77.1778577,28.691831,No,No,1,26,3.3
2744,77.1778168,28.6924171,No,No,2,101,3.2
2745,77.1835542,28.6872232,No,No,2,17,3.4
2746,77.1780375,28.6924751,No,No,2,34,3.3
2747,77.1674237,28.6849542,No,No,2,12,3.3
2748,77.1780492,28.6924851,No,No,2,34,3.6
2749,77.1778832,28.6921495,No,Yes,1,46,3.6
2750,77.1780375,28.6924751,No,No,2,31,3.5
2751,77.17785772,28.69218909,No,Yes,1,96,4.0
2752,77.2319679,28.6295216,No,No,2,70,3.2
2753,77.231938,28.6297833,No,Yes,1,560,3.4
2754,77.22546157,28.62981784,No,No,1,4,2.9
2755,77.2322198,28.6291908,No,Yes,2,38,3.4
2756,77.22947,28.637044,No,Yes,2,11,2.8
2757,77.2321395,28.6296552,No,No,1,4,3.0
2758,77.2321162,28.6297135,No,Yes,2,421,3.3
2759,77.23034,28.636706,No,Yes,2,68,3.1
2760,77.2319464,28.6296407,No,No,1,85,3.6
2761,77.22564027,28.62586289,Yes,No,2,343,3.7
2762,77.2320661,28.6291468,No,No,1,120,3.8
2763,77.2297102,28.6302526,No,No,1,3,0.0
2764,77.22556986,28.62948089,No,No,1,2,0.0
2765,77.229817,28.6305852,No,No,1,2,0.0
2766,77.2243937,28.6337562,No,No,1,0,0.0
2767,77.232182,28.6291992,No,Yes,2,55,2.3
2768,77.16410805,28.55860308,No,No,1,49,3.2
2769,77.16399444,28.55882222,No,No,1,7,2.9
2770,77.16454592,28.55759742,No,No,2,90,3.3
2771,77.16416739,28.55803178,Yes,No,3,11,2.9
2772,77.16408022,28.55750937,No,Yes,3,161,3.1
2773,77.16383245,28.55735771,No,No,2,67,3.0
2774,77.16335401,28.55749052,No,Yes,1,23,2.8
2775,77.16345278,28.55915278,No,Yes,3,60,3.3
2776,77.16421165,28.55731442,No,Yes,1,239,3.5
2777,77.16395449,28.55894144,Yes,Yes,3,137,3.7
2778,77.16427334,28.55739275,No,Yes,2,212,3.7
2779,77.16388777,28.55720016,Yes,Yes,3,193,3.5
2780,77.16365643,28.5574864,No,Yes,2,202,3.5
2781,77.16364905,28.55722872,Yes,Yes,3,332,3.5
2782,77.16416772,28.55756561,Yes,No,3,92,2.4
2783,77.1799244,28.6963277,Yes,Yes,3,120,2.9
2784,77.1800463,28.6962508,Yes,Yes,3,137,3.4
2785,77.1799244,28.6963277,Yes,Yes,3,158,3.6
2786,77.1271685,28.5488265,Yes,No,3,9,2.7
2787,77.1884602,28.5677783,No,Yes,1,38,2.6
2788,77.1870054,28.5692067,Yes,No,4,59,3.2
2789,77.1882805,28.5682092,No,No,1,4,2.8
2790,77.18884371,28.56747782,No,Yes,3,98,2.5
2791,77.1883704,28.5680386,No,No,1,11,2.8
2792,77.1872056,28.5682072,No,No,1,11,3.0
2793,77.1884696,28.567558,No,No,1,14,3.1
2794,77.18894932,28.56902165,No,No,2,71,2.4
2795,77.18844105,28.56823664,No,Yes,1,33,2.4
2796,77.115196,28.543091,No,No,3,2,0.0
2797,77.1918744,28.5841464,No,Yes,2,85,3.3
2798,77.191515,28.5850979,No,No,2,10,2.9
2799,77.1916048,28.5842999,No,No,2,8,2.7
2800,77.1915599,28.5842508,No,No,2,16,2.9
2801,77.1912454,28.5851618,No,No,1,113,3.4
2802,77.1909759,28.5834333,No,No,1,4,3.0
2803,77.1914283,28.5843608,Yes,No,2,17,3.2
2804,77.1863937,28.6043227,No,No,1,33,2.7
2805,77.1916048,28.5843895,Yes,No,2,66,2.9
2806,77.1915599,28.5842508,No,No,2,34,3.4
2807,77.1917436,28.5842927,No,No,2,31,2.8
2808,77.191558,28.5843202,Yes,No,2,17,3.2
2809,77.1683666,28.5952992,No,No,2,4,3.0
2810,77.1867082,28.6024263,No,No,1,5,2.8
2811,77.1860137,28.6021467,Yes,No,3,10,2.9
2812,77.1969056,28.5998612,No,No,2,4,2.9
2813,77.1916947,28.5843085,No,No,2,60,3.4
2814,77.1917845,28.5841379,No,No,2,14,3.2
2815,77.1917845,28.5841379,No,No,2,10,3.1
2816,77.1933486,28.5867665,No,No,2,7,3.0
2817,77.1908861,28.5830663,No,No,2,161,3.4
2818,77.1863937,28.5795901,No,No,1,28,3.4
2819,77.1916048,28.5842999,Yes,Yes,2,137,3.7
2820,77.1971751,28.5985428,No,No,1,203,3.7
2821,77.1735895,28.5974082,No,No,1,20,3.5
2822,77.1876516,28.6055182,No,No,2,218,3.5
2823,77.1980469,28.5986962,No,No,1,0,0.0
2824,77.1908861,28.5830663,No,No,1,1,0.0
2825,77.1917845,28.5841379,No,No,2,2,0.0
2826,77.1974446,28.5957906,No,No,4,3,0.0
2827,77.1871125,28.6016137,Yes,No,3,164,2.4
2828,77.178936,28.5928569,No,No,2,138,2.1
2829,77.2820446,28.6555014,No,No,1,21,3.3
2830,77.2822063,28.655449,No,No,1,6,3.1
2831,77.2777758,28.6519888,No,No,2,10,3.0
2832,77.2816637,28.656024,No,No,1,10,3.2
2833,77.2821725,28.6548389,No,No,1,6,2.9
2834,77.2779746,28.6536873,No,No,2,15,3.1
2835,77.2822247,28.6512423,No,No,1,12,3.0
2836,77.224214,28.6564057,No,No,1,29,3.4
2837,77.2278068,28.6545089,No,No,1,9,3.0
2838,77.2094826,28.663599,No,No,1,4,3.1
2839,77.2304115,28.6560115,No,No,1,225,3.2
2840,77.2335101,28.6494534,No,No,1,8,3.2
2841,77.22398333,28.65688889,No,No,1,5,3.0
2842,77.2244176,28.6566711,No,No,2,42,2.8
2843,77.2243841,28.6568732,No,No,1,16,3.1
2844,77.2243823,28.656851,No,No,1,39,3.2
2845,77.2280206,28.6606804,No,No,1,49,2.5
2846,77.2231981,28.6578654,No,No,1,20,3.0
2847,77.2271781,28.6563302,No,No,1,4,2.8
2848,77.2234955,28.658756,No,No,1,5,2.9
2849,77.2234057,28.6581203,No,No,1,16,3.3
2850,77.23421395,28.65606667,No,No,2,57,3.0
2851,77.22333167,28.65664,No,No,2,42,3.0
2852,77.2305013,28.6561992,No,No,1,21,3.4
2853,77.23,28.66,No,No,1,4,3.0
2854,77.2268188,28.6565647,No,No,1,11,3.2
2855,77.2307138,28.6560495,No,No,1,53,3.0
2856,77.2305013,28.6561097,No,No,1,7,3.2
2857,77.2155012,28.6625615,No,No,1,23,3.4
2858,77.2324772,28.6562981,No,No,1,4,2.9
2859,77.233555,28.6491441,No,No,1,5,3.0
2860,77.2306151,28.6559026,No,No,1,9,3.0
2861,77.2320281,28.656524,No,No,1,16,3.2
2862,77.2269535,28.6476635,No,No,1,18,3.4
2863,77.222732,28.6577424,No,No,1,14,3.1
2864,77.2316689,28.6573856,No,No,1,7,2.9
2865,77.223481,28.657748,No,No,1,4,3.0
2866,77.2320281,28.6567032,No,No,1,5,2.9
2867,77.2306809,28.6561268,No,No,1,5,3.1
2868,77.2328586,28.6562478,No,No,1,59,2.8
2869,77.2233607,28.6566379,No,No,2,10,3.3
2870,77.2254715,28.6551819,No,No,1,30,3.7
2871,77.2234007,28.6567084,No,No,1,112,3.8
2872,77.2323664,28.6563295,No,No,1,59,3.8
2873,77.2309504,28.6561525,No,No,1,40,3.7
2874,77.2230342,28.6572505,No,No,1,116,3.8
2875,77.2316689,28.6563106,No,No,2,444,3.9
2876,77.2307707,28.6562249,No,No,1,163,3.9
2877,77.229983,28.6556971,No,No,1,19,3.7
2878,77.2314893,28.6562039,No,No,1,63,3.7
2879,77.2215109,28.6551982,No,No,1,43,3.6
2880,77.2305013,28.6561992,No,No,1,1487,3.9
2881,77.233555,28.6561321,No,No,1,752,3.9
2882,77.2304115,28.6561011,No,No,1,437,3.6
2883,77.2304674,28.6560207,No,No,1,297,3.6
2884,77.2243039,28.6568622,No,No,1,76,3.8
2885,77.2320562,28.6566115,No,No,1,21,3.5
2886,77.2266392,28.6566371,No,No,1,51,3.5
2887,77.2315132,28.6562432,No,No,1,1,0.0
2888,0.0,0.0,No,No,1,0,0.0
2889,77.2319961,28.6574304,No,No,1,0,0.0
2890,77.2319612,28.6572972,No,No,1,0,0.0
2891,77.2352925,28.6570185,No,No,1,1,0.0
2892,77.2234506,28.657811,No,No,1,2,0.0
2893,77.233113,28.6526767,No,No,1,0,0.0
2894,77.2233158,28.6565888,No,No,1,3,0.0
2895,77.225538,28.65045,No,No,1,3,0.0
2896,77.2316689,28.6573856,No,No,1,0,0.0
2897,77.2338244,28.6531118,No,No,1,0,0.0
2898,0.0,0.0,No,No,1,2,0.0
2899,77.2235803,28.6566622,No,No,1,382,4.2
2900,77.2233575,28.6579744,No,No,1,521,4.3
2901,77.2298726,28.6556914,No,Yes,1,405,4.1
2902,77.2322078,28.653316,No,No,4,305,4.4
2903,77.2310851,28.650566,No,No,1,6,3.1
2904,77.2270433,28.6477617,No,No,1,545,4.5
2905,77.2293337,28.6501751,No,No,1,18,3.6
2906,77.2268188,28.6476059,No,No,1,36,3.9
2907,77.2270883,28.649513,No,No,1,185,3.6
2908,77.2293345,28.6501776,No,No,1,27,3.6
2909,77.2273577,28.6494491,No,No,1,31,3.6
2910,77.2302935,28.6504067,No,No,1,54,3.7
2911,77.2261003,28.6498667,No,No,1,21,3.7
2912,77.2268745,28.6493909,No,No,1,118,4.1
2913,77.2295582,28.65051,No,No,1,169,4.1
2914,77.2303113,28.6504756,No,No,1,200,4.1
2915,77.16154855,28.49562447,No,Yes,2,23,2.7
2916,77.24861238,28.5400835,No,No,1,7,3.1
2917,77.2518548,28.5399184,Yes,No,2,4,3.0
2918,77.25204963,28.53972535,No,No,2,26,3.2
2919,77.24894397,28.54027996,No,No,1,22,2.7
2920,77.2564223,28.5374979,Yes,Yes,3,70,3.0
2921,77.2488511,28.5401398,No,No,1,26,3.3
2922,77.24887993,28.54032355,No,Yes,2,404,3.4
2923,77.2485628,28.5401027,No,No,1,35,3.2
2924,77.2533122,28.5363941,No,No,1,135,2.7
2925,77.24785432,28.54140536,No,Yes,2,16,2.9
2926,77.2534878,28.5364501,No,Yes,2,39,2.9
2927,77.24898689,28.5401377,No,No,1,18,3.4
2928,77.2534614,28.5364925,No,No,1,29,2.7
2929,77.24858187,28.54001105,No,No,1,27,3.3
2930,0.0,0.0,No,No,2,13,3.2
2931,77.2481801,28.5414227,No,Yes,1,18,3.3
2932,77.2487302,28.5404268,No,No,2,14,2.7
2933,77.2533324,28.53629071,No,Yes,2,59,2.5
2934,77.25324858,28.53638025,No,No,2,70,2.7
2935,0.0,0.0,No,No,1,9,3.1
2936,77.2532497,28.5364506,No,Yes,1,71,2.6
2937,0.0,0.0,No,No,3,5,3.1
2938,77.248798,28.540204,No,Yes,2,7,2.9
2939,77.2534364,28.5363915,No,No,1,16,3.2
2940,77.2417726,28.5426944,Yes,No,3,14,3.2
2941,77.248847,28.5399215,No,No,1,17,3.2
2942,77.25338604,28.53622797,No,No,1,55,3.7
2943,77.2431467,28.5408504,No,No,1,46,3.6
2944,77.248454,28.5371718,No,Yes,1,112,3.8
2945,77.25329351,28.53622856,No,No,1,99,3.7
2946,77.2530626,28.53681321,No,Yes,2,109,3.9
2947,77.2532976,28.5362306,No,Yes,2,458,3.6
2948,77.2487359,28.5403982,No,Yes,2,443,3.5
2949,77.2488222,28.5403609,No,No,1,33,3.7
2950,77.24996019,28.54047929,No,No,1,0,0.0
2951,77.24868078,28.54036184,No,No,1,2,0.0
2952,77.2485055,28.5371328,No,No,1,2,0.0
2953,77.2530302,28.5393728,No,No,1,1,0.0
2954,77.2533385,28.5366561,No,No,1,2,0.0
2955,77.2417726,28.5426944,Yes,No,3,1,0.0
2956,0.0,0.0,No,No,1,0,0.0
2957,77.25298069,28.5359835,No,No,1,2,0.0
2958,77.2484567,28.5371718,No,No,1,2,0.0
2959,0.0,0.0,No,No,2,0,0.0
2960,77.25327071,28.53634285,No,Yes,2,41,2.4
2961,77.2529294,28.53692899,No,Yes,2,38,2.3
2962,77.1142232,28.7168739,Yes,No,3,134,3.4
2963,77.1232509,28.6501775,Yes,Yes,3,153,2.8
2964,77.123654,28.6502181,Yes,No,4,455,3.2
2965,77.1233229,28.650366,Yes,No,3,609,3.5
2966,77.220848,28.671114,No,Yes,2,6,3.1
2967,77.2253817,28.6764039,No,No,1,17,3.2
2968,77.2252021,28.6766555,Yes,Yes,3,126,3.0
2969,77.222238,28.7027947,No,No,1,4,3.0
2970,77.2203223,28.6976361,No,No,1,14,3.0
2971,77.2252161,28.6762903,Yes,No,3,282,3.5
2972,77.2241691,28.6722125,No,No,1,95,3.6
2973,77.2222477,28.7028124,No,No,1,0,0.0
2974,77.2213398,28.7008282,No,No,1,0,0.0
2975,77.2212499,28.6919529,No,No,1,0,0.0
